Emsyboo	original-first-post	uncertain	I	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
arkestra	41293814	uncertain	Do	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
cerealandtoast	41185783	against	Goldmandra	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
PIMSoclock	26546956	uncertain	BM,	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
Suzieismyname	40941119	uncertain	But	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Crumbledwalnuts	41188570	against	Why	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
larrygrylls	26534373	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
sashh	41263096	for	_CITATION_PREVIOUS_POST_	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
bruffin	41320516	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
LaVolcan	41176334	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
Beachcomber	38498868	against	Oh	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
crikeyitshot	41192207	uncertain	Always	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Tabitha8	26352904	for	From	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
bumbleymummy	41151571	uncertain	Just	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
nickelbabe	41306516	uncertain	see,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Crumbledwalnuts	41191775	against	CM	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
arkestra	41304836	for	Beachcomber	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
helloitsme	29799668	uncertain	Hey	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
noblegiraffe	38487005	uncertain	Beachcomber,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
Beachcomber	38517323	against	Noblegiraffe,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
CoteDAzur	41243599	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
exoticfruits	41229354	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
exoticfruits	41153695	for	I	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Tabitha8	26524556	uncertain	Single	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
larrygrylls	26516461	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
cerealandtoast	41232570	against	hmm,	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Gooseberrybushes	26301496	against	_CITATION_PREVIOUS_POST_	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
Crumbledwalnuts	41189284	against	My	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
bruffin	41213663	for	Mumps	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
PIMSoclock	26516032	for	GB,	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
bruffin	41219589	for	Catherina	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Goldmandra	41184729	against	No.	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
rosi7	26366053	uncertain	http://www.prisonplanet.com/finland-suspends-swine-flu-shots-after-vaccine-linked-with-neurological-disorder.html	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
CatherinaJTV	26395540	against	Gooseberrybushes	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Gooseberrybushes	26520654	uncertain	So	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
lljkk	38471542	for	studies	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
CoteDAzur	41249339	against	LaVolcan	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Fifis25StottieCakes	26294342	for	emsis.	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
bruffin	41228013	for	no	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
rosi7	26390625	uncertain	Catherina,	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Dragonboobs	39980795	for	I	mumsnet/Older discussion of to vaccinate or not to vaccinate? 2| Mumsnet Discussion b.html
bumbleymummy	41157665	for	See,	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
nickelbabe	41313765	for	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
rosi7	26333911	against	And	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
helloitsme	original-first-post	uncertain	I	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
PIMSoclock	26478439	for	Bm,	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Crumbledwalnuts	41188094	against	Sorry	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Beachcomber	41313131	against	_CITATION_PREVIOUS_POST_PARAGRAPH	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
roweeena	40937118	for	Oh	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
CoteDAzur	41223346	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Goldmandra	41221272	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
seeker	26503915	for	There	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
MandragoraWurzelstock	38484564	uncertain	Does	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Tabitha8	26349444	against	As	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
bumbleymummy	26290632	against	emsies.	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
seeker	26403683	for	Unless	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
rosi7	26469440	uncertain	I	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
larrygrylls	26517049	for	Tabitha,	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
Tabitha8	26470385	against	I	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Crumbledwalnuts	41245764	against	Do	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
bumbleymummy	30208293	against	If	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
LaVolcan	41204896	uncertain	bumbley	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
PIMSoclock	26521126	for	A	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
rosi7	26245053	against	Of	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Goldmandra	41223047	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Katiebeau	26302376	uncertain	Silverfrog	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
DisorganisednotDysfunctional	38487726	for	Beachcomber,	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
Boosiehs	41175142	for	V	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
bumbleymummy	26290671	against	Perhaps	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Beachcomber	41343885	against	Here's	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
rosi7	26533842	uncertain	What	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
Beachcomber	41297778	against	Well,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
BeCool	41313821	for	HRWT	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
Beachcomber	38486168	against	Thanks	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
Beachcomber	41304622	against	Does	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Katiebeau	26301798	against	Merck	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
CatherinaJTV	41199817	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
ThumbsNoseAtSnapewitch	26432947	uncertain	Anyone	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Frontdoorstep	41292791	against	Starlight	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Trazzletoes	41221218	for	Of	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
noblegiraffe	38463358	for	What's	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Gooseberrybushes	26516574	against	Seeker:	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
emsies	26289795	for	I	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
larrygrylls	26534911	for	Illumina,	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
PIMSoclock	26478911	for	Bm	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41190475	uncertain	entirely.	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
arkestra	41297385	against	Hi	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
bruffin	41323386	for	maebybebe	mumsnet/Older discussion of to vaccinate or not to vaccinate? 2| Mumsnet Discussion b.html
larrygrylls	26523490	for	Gooseberry,	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
MoreSnowPlease	38619313	uncertain	noble	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
CatherinaJTV	26418493	uncertain	Gooseberrybushes	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
LaVolcan	41326975	uncertain	Despite	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 5| Mumsnet Discussion.html"
bruffin	41229059	uncertain	That	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
CatherinaJTV	41293023	for	Crumbled	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Crumbledwalnuts	41258380	against	Tell	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Crumbledwalnuts	41245385	against	Catherina	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
rosi7	26442624	against	Catherina,	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
saintlyjimjams	41252522	against	A	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
maxybrown	26201660	uncertain	Catherina	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Tabitha8	26154397	against	Re	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
LaVolcan	41172309	for	The	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
LaVolcan	41250274	against	_CITATION_PREVIOUS_POST_PARAGRAPH	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
bumbleymummy	41195321	uncertain	I	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
MoreSnowPlease	38477329	uncertain	radical	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
TwasBrillig	41275728	for	I'd	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
silverfrog	26300727	against	katie:	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
rosi7	26390575	against	Fact	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
larrygrylls	26515926	for	Gooseberry,	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
bumbleymummy	41222359	against	Bruffin,	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Tabitha8	35419626	against	Beaware	mumsnet/Older discussion of to vaccinate or not to vaccinate? 2| Mumsnet Discussion b.html
saintlyjimjams	41245924	against	Of	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Tabitha8	26524355	uncertain	Rubella	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
PIMSoclock	26477599	for	Bm	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
rosi7	26382571	against	imadgeine,	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Crumbledwalnuts	41293716	against	Arkestra	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
seeker	26464146	for	This	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Gooseberrybushes	26356792	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
arkestra	41303337	against	Thanks	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
bumbleymummy	26539972	against	PIMS,	mumsnet/Debate on Vaccines 10| Mumsnet Discussion.html
Gooseberrybushes	26480761	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
bumbleymummy	41223095	against	Of	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
LaVolcan	41204384	uncertain	www.nhs.uk/Conditions/vaccinations/Pages/mmr-vaccine.aspx	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Gooseberrybushes	26302399	against	Katie:	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
Lovemyprincess4eva	40935745	for	I'm	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
silverfrog	26516594	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 8| Mumsnet Discussion.html
CatherinaJTV	26334211	for	Rosi,	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
bakingaddict	30215417	for	There's	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
arkestra	41300703	for	Hi	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
PIMSoclock	26508050	for	I	mumsnet/Debate on Vaccines 7| Mumsnet Discussion.html
Crumbledwalnuts	41245820	uncertain	Sorry	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
CatherinaJTV	26390620	for	Rosi,	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
MrsHoarder	38536357	for	I	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
IceBeing	41258107	for	I	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Crumbledwalnuts	41319539	against	Catherina	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
Beachcomber	38577670	uncertain	MMR	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
LaVolcan	41294622	against	Surely	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
IceBeing	41258571	for	saintly	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Tabitha8	26523798	against	Bricks	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
MrsGSR	40941989	for	OP	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
bumbleymummy	30195706	uncertain	Catherina,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
PIMSoclock	26350688	for	To	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
exoticfruits	41229862	for	My	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
bumbleymummy	41192413	against	That's	mumsnet/Refusing to vaccinate your child 3| Mumsnet Discussion.html
Crumbledwalnuts	41248999	against	Arkestra:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
IceBeing	41258526	for	erm	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Goldmandra	41172585	for	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
CatherinaJTV	30214946	for	sorry,	mumsnet/Older discussion of to vaccinate or not to vaccinate? 1| Mumsnet Discussion.html
Gooseberrybushes	26520750	uncertain	There's	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
EachAndEveryHighway	41248210	for	I	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
Gooseberrybushes	26299570	against	If	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
MrsHoarder	38482889	for	Beachcomber	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
bumbleymummy	41171220	against	Vaccines	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
bubbleymummy	26154588	against	Vaccinated	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Bibblebo	40980755	for	Ask	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Beachcomber	38483109	against	Noblegiraffe	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
arkestra	original-first-post	for	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
Beachcomber	41295521	uncertain	Well,	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
MrsHoarder	38550884	uncertain	I	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
bumbleymummy	26474776	against	imadgeine,	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Beachcomber	38484059	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
arkestra	41264073	for	Crumbled:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
nickelbabe	41291229	for	choose	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
bruffin	26342574	for	Bubbleymummy	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
Dragonboobs	39981378	for	Of	mumsnet/Older discussion of to vaccinate or not to vaccinate? 2| Mumsnet Discussion b.html
IceBeing	41257632	uncertain	as	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
MrsHoarder	38474497	for	Op	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
Gooseberrybushes	26394529	against	So	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
PoppyAmex	41290113	for	_CITATION_PREVIOUS_POST_PARAGRAPH	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
larrygrylls	26533893	for	Rosi,	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
saintlyjimjams	41254175	against	You	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
Crumbledwalnuts	41321983	against	Not	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
arkestra	41317503	uncertain	"Crumbled;"	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 4| Mumsnet Discussion.html"
Goldmandra	40935707	for	So	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Gooseberrybushes	26465403	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Crumbledwalnuts	41216226	against	Queenmarigold:	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
imadgeine	26381471	for	Oh	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
illuminasam	26480556	against	I	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Trazzletoes	41224270	for	It's	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
arkestra	41249470	for	LaVolcan:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
arkestra	41251381	for	LaVolcan	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
AuntieStella	38502234	uncertain	It	mumsnet/If you know more than me about vaccination 2| Mumsnet Discussion.html
seeker	26467488	uncertain	OK.	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
Bunbaker	41217786	for	Crumbledwalnuts	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
CatherinaJTV	26390565	for	no,	mumsnet/Debate on Vaccines 3| Mumsnet Discussion.html
Morgause	40941494	for	Nephew	mumsnet/Refusing to vaccinate your child | Mumsnet Discussion.html
Tabitha8	26524169	against	I	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
nickelbabe	41248698	uncertain	LaVolcan	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
Boosiehs	41176104	for	Crumbled	mumsnet/Refusing to vaccinate your child 2| Mumsnet Discussion.html
bruffin	41204852	for	_CITATION_PREVIOUS_POST_	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Crumbledwalnuts	41258080	against	Not	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
LaVolcan	41248667	against	If	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
seeker	26403699	uncertain	I	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
CatherinaJTV	41293373	for	Paul	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
arkestra	41266720	uncertain	Bumbly:	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 2| Mumsnet Discussion.html"
IceBeing	41258609	uncertain	Crumbled	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
nickelbabe	41248663	for	ODFOD	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
stargirl1701	38457886	for	My	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
IceBeing	41258054	uncertain	I	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
CatherinaJTV	26217643	uncertain	Maxi	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
Tabitha8	26524542	against	PIMS	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
Tabitha8	26523623	against	Selfishness	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
Gooseberrybushes	26301450	against	Also	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
bumbleymummy	26470421	against	You're	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
PIMSoclock	26465883	against	One	mumsnet/Debate on Vaccines 5| Mumsnet Discussion.html
LaVolcan	41246535	against	_CITATION_PREVIOUS_POST_PARAGRAPH	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
CatherinaJTV	41321589	for	Crumbled	mumsnet/Refusing to vaccinate your child 6| Mumsnet Discussion.html
arkestra	41305125	uncertain	I	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
LaVolcan	41245304	for	But	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
LaVolcan	41249307	uncertain	_CITATION_PREVIOUS_POST_PARAGRAPH	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" | Mumsnet Discussion.html"
CoteDAzur	26530584	against	To	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
Gooseberrybushes	26500997	uncertain	And	mumsnet/Debate on Vaccines 6| Mumsnet Discussion.html
bruffin	26456884	uncertain	Sorry	mumsnet/Debate on Vaccines 4| Mumsnet Discussion.html
Crumbledwalnuts	41219622	against	Bruffin	mumsnet/Refusing to vaccinate your child 4| Mumsnet Discussion.html
Gooseberrybushes	26344032	uncertain	Bubbley	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
PIMSoclock	26526590	for	And	mumsnet/Debate on Vaccines 9| Mumsnet Discussion.html
arkestra	41294625	uncertain	Bathtime	"mumsnet/Unsure about vaccinations? Try reading ""Deadly Choices"" 3 | Mumsnet Discussion.html"
Katiebeau	26301033	for	Yeap	mumsnet/Debate on Vaccines 2| Mumsnet Discussion.html
MoreSnowPlease	38478223	uncertain	Here:	mumsnet/If you know more than me about vaccination | Mumsnet Discussion.html
bruffin	41246125	for	I	mumsnet/Refusing to vaccinate your child 5| Mumsnet Discussion.html
ChunkyPickle	26132673	for	Like	mumsnet/Debate on Vaccines | Mumsnet Discussion.html
